production_compani,Id_production_compani
Norma-F.R. Productions,12502
MGM-Pathé Communications Co.,12503
AE Electra Productions,12504
Mann Made Films,12505
Sembene,12506
Iride Cinematografica,12507
Hidden St. Productions,12508
Left Films,12509
Rickshaw Productions,12510
GHK Kassel,12511
Hexagon Pictures,12512
Les Films Mareau,12513
ImageMovers,12514
Ajanta Pictures,12515
Technicolor Motion Picture Corporation,12516
Specialty Films,12517
Halt Productions,12518
Home Team Productions,12519
Stax Records,12520
Sangeeta Enterprises,12521
Shaw and Sons,12522
Baldwin/Cohen Productions,12523
Studio GDS,12524
Left Tackle Pictures,12525
Mad Scientist Productions,12526
Akita Publishing,12527
Ithaka Entertainment,12528
Ilion Animation Studios,12529
Hanson Allen Films,12530
Hollywood Gang Productions,12531
Stars Road Entertainment,12532
Hill & Brand Entertainment,12533
Electra Films,12534
Filmstudio 1929,12535
Kick the Machine,12536
Contracosta Produções,12537
Lumiq Studios,12538
Great House Films,12539
Film London,12540
Autonomous Films,12541
Azerfilm,12542
AG Productions,12543
Sony Pictures Entertainment (SPE),12544
Shotgun Pictures,12545
EGM Productions,12546
SAJ,12547
SHRINK Media Inc.,12548
Absurda,12549
Marko Röhr Productions,12550
G.M.F. Productions,12551
Baca Productions,12552
Martini Films,12553
Fine Cut,12554
Central Productions,12555
Polski Instytut Sztuki Filmowej (współfinansowanie),12556
Delirium,12557
Videocraft International,12558
Sneak Preview Entertainment,12559
Anagram Pictures Inc.,12560
Remarkable Films,12561
Nu Image Bulgaria,12562
Forastero,12563
Ganesh Pictures,12564
B.P. Schulberg Productions,12565
Igeldo Zine Produkzioak,12566
Janel Productions,12567
Meir Teper,12568
Film und Fernseh Fonds Bayern,12569
Dorje Film,12570
Metro-Goldwyn-Mayer Pictures,12571
Bombshell Pictures,12572
Cinepro Pictures,12573
Studios Africa,12574
Trailer Park Productions,12575
Runteam Ltd.,12576
Candleridge Entertainment,12577
Eye Steel Film,12578
Notro Films,12579
TPW Films,12580
Made in Productions,12581
Inosan,12582
Russflix,12583
Trees Pictures,12584
Glasgow Youth Theatre,12585
Twins Financing,12586
Langley Productions,12587
Mosaic,12588
Now Films,12589
JR Canada Productions,12590
Fox Network,12591
P&T Productions,12592
Opera Film (II),12593
Diadem Films,12594
Sri & Company,12595
Bulgarian National Film Center,12596
United Media Productions,12597
Baumgarten Management and Productions (BMP),12598
ICB Entertainment Finance,12599
Comme des Cinémas,12600
Cesáreo González Producciones Cinematográficas,12601
Sebor,12602
United Motion Pictures,12603
Toon City,12604
Harbor Light Entertainment,12605
Tule River Films,12606
Películas Pendleton,12607
Road Rebel,12608
I Film Dell'Orso,12609
UAA Films,12610
Collective Digital Studios,12611
kahuuna films,12612
Red Shoes / Some Shoes,12613
CTV-Media Studio Corporation,12614
Cabal Film,12615
Color Force,12616
R.V.P. Productions,12617
Domain Entertainment Michigan,12618
Boo Productions,12619
Eclectic Pictures,12620
TMA Productions,12621
Paranoid Pictures,12622
"Indefatigable, Inc.",12623
Hori Production,12624
Czech Anglo Productions,12625
Three Good Men,12626
Noé Productions,12627
Stefi 2,12628
Quadrant Films,12629
Albatros C.P.C.,12630
Atlantis Pictures,12631
Lightning Strikes Entertainment,12632
Royal Oak Films,12633
CinemaNX,12634
Killarney Film Studios,12635
Studio Kajino Company,12636
Midnight Picture Show,12637
Jeff Franklin Productions,12638
Mars Film,12639
Produzioni Cinematografiche Massaccesi (PCM) International,12640
Versus Entertainment,12641
Halifax Film Company,12642
Storm Studio,12643
Woodshed Entertainment,12644
Mitosfilm,12645
Golden Eagle,12646
Applehead Pictures,12647
Scarlett Production,12648
Orion Films,12649
Jonathan Productions,12650
Winter's Bone Productions,12651
Sponge Ent.,12652
Cineuropa 92,12653
Cold Fusion Media Group,12654
Michael Nolin,12655
Clear Entertainment,12656
Teakwood Lane Productions,12657
Stephen Alexander Productions,12658
Medienboard Berlin-Brandenburg GmbH,12659
Antibody Films,12660
2077883 Ontario,12661
Edward Lewis Productions,12662
Strange Pictures,12663
Evil Number 30 Productions,12664
Whitest Pouring Films,12665
Bluewater Pictures,12666
Premiere Productions,12667
La Cecilia,12668
Apple Core Holdings,12669
E&E Films,12670
Victor Saville Productions,12671
"Pierson, Heldring & Pierson N.V.",12672
Cinema Soleil,12673
KinoKamera,12674
It's An Us Thing Productions Inc.,12675
Treklövern HB,12676
A&F Productions,12677
The Beckworth Corporation,12678
Frank Lloyd Productions,12679
Partizan Films,12680
Touchy Feely Films,12681
Novem,12682
Matanza Cine,12683
TIT Filmproduktion,12684
Tree Kings Productions,12685
ProdigyMovies,12686
Rafter H Entertainment,12687
Media Films,12688
Light Song Films,12689
Twinkle Cash Company,12690
Regina Filmes,12691
The Mingei Theatre Company,12692
Viceroy Films Ltd.,12693
Wang Film Productions,12694
Mu Films,12695
AMBL Productions,12696
Olive Bridge Entertainment,12697
IMAX Space Ltd.,12698
Joele,12699
Raymax Productions,12700
FilmNet,12701
Boot Girl Production,12702
Senka DOOEL Film Production,12703
Fast Track Productions,12704
Mimran Schur Pictures,12705
Liberty Artists,12706
Field Recordings,12707
Gravity Pictures,12708
Fulcrum Media Finance,12709
Rogue,12710
Fernando Trueba Producciones Cinematográficas,12711
Sly Dog Films,12712
ARD/Degeto Film GmbH,12713
Chaocorp,12714
Waterfront Film,12715
Armada Pictures,12716
Celluloid Dreams Productions,12717
Undisputed 3 Productions,12718
Inferno International,12719
MSM Studios,12720
Romanian National Center for Cinematography,12721
Brynaprod S.A.,12722
Junction Films,12723
Présence Africaine,12724
Huakun Entertainment,12725
Beijing Bu Yi Le Hu Film Company,12726
Henceforth,12727
Syrena Films,12728
Brotherhood Company,12729
Cinescope Productions,12730
RTSI Televisione Svizzera,12731
Pegaso Cinematografica,12732
Coopérative Générale du Cinéma Français,12733
Cinemalaya Foundation,12734
Dunav Film,12735
WNET/Thriteen,12736
Princess Pictures,12737
Battle Mountain Films,12738
# Andrea Sperling Productions,12739
Microangelo Entertainment,12740
Bedard/Lalonde Amusements,12741
La Zanfoñia Producciones,12742
Tatira,12743
koboiFILM,12744
SBS Independent,12745
Novofilm,12746
MovieMakers,12747
GIA Società Cinematografica,12748
Embassy Home Entertainment,12749
Olhos de cão,12750
Almega Projects,12751
Binder Entertainment,12752
Friedrich-Wilhelm-Murnau-Stiftung,12753
Cirque du Soleil Images,12754
Rysher / Citadel Entertainment,12755
KoBura Film,12756
Vela Producciones,12757
Catpics Co Productions AG,12758
Concordia Compagnia Cinematografica,12759
4L,12760
Amicus Entertainment,12761
Kino Finland,12762
Pennebaker-Baroda Productions,12763
Producers-Actors Corporation,12764
Les Films du Passage,12765
Carrollton Inc.,12766
Deon Taylor Enterprises,12767
The Culzean Corporation,12768
9/6 Cinema Factory,12769
Minos Films,12770
Basilisk Communications,12771
Astro C.C.,12772
Desert Flower,12773
Atrium Productions,12774
Slingshot Productions,12775
Reliance BIG Entertainment,12776
Worldwide,12777
Warner Bros. Japan,12778
An Erich von Stroheim Production,12779
NCS Productions,12780
Third Eye Motion Picture Company,12781
Deerjen Films,12782
Bandry,12783
Spinster,12784
Pentagrama Films,12785
MUSE Film and Television,12786
History films,12787
Visual Arts College,12788
Medias Res Filmproduktion,12789
New Daughter Productions,12790
Massa d'Or Produccions,12791
Warner China Film HG Corporation,12792
nazira,12793
Electronic Arts (EA),12794
Général Films,12795
Moving Pictures Film and Television,12796
ZDF/Arte,12797
Karmic Productions,12798
Neunte Babelsberg Film,12799
The Icelandic Filmcompany,12800
Swedish Film Institute,12801
Alby Pictures,12802
Another Mulligan Entertainment,12803
Metro Film,12804
Bindweed Soundvision,12805
Cine TV Film Production,12806
Deutsche Bioscop GmbH,12807
Cosmo Film,12808
K-L Productions,12809
TPS Star,12810
Deblokada Produkcija,12811
Phoenix Wiley,12812
Film Partner International,12813
Télévision Suisse-Romande (TSR),12814
Stage 18 Pictures,12815
Renova-Media,12816
Parts and Weather,12817
Summit Film,12818
Calypso Filmproduktion,12819
Bannon Glen,12820
Wild Ocean Films,12821
The Shadow Factory Inc.,12822
Nikovantastic Film,12823
Inspiration Studios,12824
Microcinema International,12825
Alliance Media & Entertainment,12826
Rodger Pictures,12827
Principato-Young Entertainment,12828
Hanguk Munye Yeonghwa,12829
Televentures,12830
Schweizer Fernsehen (FS),12831
Soho Screen Productions,12832
Boy in the Box,12833
Zapruder's Other Films,12834
"Samico Films Production Co., Ltd.",12835
End Films,12836
Rumleyvision,12837
Sweepstake Productions,12838
From Out of Nowhere Productions,12839
Rézo Films,12840
Caroni Films C.A.,12841
Cromosoma TV produccion,12842
Inspire Pictures,12843
The Tyler Perry Company,12844
Amro Productions,12845
Odessa Motion Picture Corp.,12846
Aries Productions,12847
Cinescape Productions,12848
Mancori,12849
Grand Productions,12850
Iterfilm,12851
Montauk Films,12852
Camp Kellner Media,12853
History Films,12854
Fuse Entertainment,12855
The International Picture Show Company,12856
Sezione cinema Edisonvolta,12857
Hungarofilm,12858
Intersport Television,12859
Inter-American Productions,12860
Richard A. Rowland Productions,12861
Vindicated Pictures,12862
John Wilder Nightwatch Productions,12863
Andale Pictures,12864
Adel Films,12865
Invisible Film,12866
Producciones,12867
platinum studios,12868
Rotholz Pictures,12869
Studio 217,12870
3 Legged Dog Films,12871
Shellac Films,12872
Centrul National al Cinematografiei (CNC),12873
Varsity Pictures,12874
Continental Produzione,12875
Promico Imagen,12876
V/M Productions,12877
Wellmade Starm,12878
Interkerkelijke Omroep Nederland (IKON),12879
Producciones Labarouta,12880
Infafilm,12881
Trailblazer Films,12882
Evanstone Films Ltd.,12883
Inxpo Onnico Oy,12884
Ryan Murphy Productions,12885
Clasart Film + TV Produktions GmbH,12886
American Film Company,12887
Haruki Kadokawa Films,12888
New Era,12889
Trinity Productions,12890
EBC Films,12891
PCH Film,12892
All the Way Round,12893
William F. Storke & Robert E. Fuisz,12894
Sterling Camera and Film Company,12895
Rise Films,12896
NVSH Productions,12897
Wüste Film,12898
Film Finance,12899
Witt/Thomas Productions,12900
Sahamongkolfilm International,12901
Bulletproof Films,12902
Oberón Cinematográfica,12903
Stairway,12904
Eléfilm,12905
Rinkel Film,12906
L.B.Films International,12907
Cinergi,12908
Dreamlab Films,12909
The Movie Network,12910
Les Productions Meric-Matalon,12911
Interopa Film,12912
Production 2006,12913
BaggyJoe Productions,12914
Titan International,12915
Marakesh Films,12916
REI Capital,12917
Essential Pictures,12918
Saturn Harvest Films,12919
Amoon,12920
Barrandov Studio,12921
Daniel Collert Filmproduktion,12922
Les Mille et Une Marches,12923
Stay Free Films,12924
Inflammable Films,12925
Crown Productions,12926
See Saw Films,12927
Zanagar Films,12928
Pusat Perusahaan Film,12929
Mars Film Corporation,12930
The Film Department,12931
United Media,12932
Confédération Générale du Travail (CGT),12933
Goi-Goi Productions,12934
T.R.A.C.,12935
FP Films,12936
Compagnia Europea Cinematografica,12937
Dynamo Producciones,12938
Hold Up Films,12939
Pamlico Pictures,12940
SPI International,12941
Mark Canton Productions,12942
Don't Look Now,12943
Produzione Straordinaria,12944
Cinecrest,12945
Maestranza Films,12946
Soficinéma 3,12947
The Bureau,12948
CS2 Films,12949
Tatfilm Produktionsges. mbH,12950
Duo Films,12951
New Danish Screen,12952
Milimetros,12953
M6 Studio,12954
Finecine,12955
Factor-Altman-Mirell Films,12956
Prelude Pictures,12957
Swingin' Productions,12958
Magic Violet,12959
China Film Media Asia Audio Video Distribution Co.,12960
YouTube,12961
Casa de Filme Cinci,12962
Skydance Productions,12963
Sweet180,12964
Noodles Production,12965
Hokkaido Broadcasting Co.,12966
Prototype,12967
Produzioni Artistiche Internazionali,12968
Ad Vitam Production,12969
Sydney Lumet Productions,12970
Bord Cadre Films,12971
Blinker Filmproduktion GmbH,12972
Woodhaven Production Company,12973
Wanko Toys,12974
Manitoba Film and Video Production Tax Credit,12975
Di Bonaventura Picture,12976
Sweet Child Films,12977
Connaught Productions,12978
Laïla Films,12979
MAFILM 1. Játékfilmstúdió,12980
YMC Productions,12981
Cinevid Productions,12982
Silverstar Ltd.,12983
Semtex Films,12984
Filmcontract Ltd.,12985
Caboose Productions,12986
Elkins Productions International Corporation,12987
Alfresco Enterprises,12988
Pocket Change Films,12989
Wesley Clover Media,12990
Producciones Águila,12991
Doll Australia,12992
Béla Jarzyk Production,12993
Beijing Liangzi Group,12994
Prime Time,12995
Impact Film & TV,12996
GTV,12997
Magnet Films,12998
American Documentaries Inc.,12999
Nice Guy Productions,13000
Gémini Films,13001
Banfilm,13002
Numéro 4 Production,13003
Overbrook Films,13004
Cinequanon Pictures International Inc.,13005
Stanmore Productions,13006
Brain Farm Digital Cinema,13007
RTV Sarajevo,13008
wishing well pictures,13009
Anime Innovation Tokyo,13010
Werkaround,13011
Tori Pictures,13012
Molinare Studios,13013
Mainichi Broadcasting System (MBS),13014
Broadway Pictures,13015
Indifferent Entertainment,13016
Last Exit Productions,13017
Grupo Ukamau,13018
JungeFilms,13019
FallBack Plan Productions,13020
Mutant Enemy Productions,13021
Inkas Film & T.V. Productions,13022
Dot Dot Dot Productions,13023
Tokio Films,13024
Tazora Films,13025
Misher Films,13026
Cinémage 4,13027
Cummings-Harman Productions,13028
Borden & Rosenbush Entertainment,13029
Waterland Film,13030
Bela Productions,13031
RWE,13032
Liote,13033
Severe Features,13034
Shaftesbury Films,13035
Post Factory Films,13036
Heavy Lifting,13037
Cinema City & Films Co.,13038
Illuminations,13039
Endymion Films,13040
Deutsche Filmförderfonds (DFFF),13041
Mondo Cane Filmes,13042
Lockjaw Productions,13043
Labor Film,13044
Cinévision Ltée,13045
Media Magik Entertainment,13046
Roth Films,13047
Project 8 Films,13048
TheManipulators,13049
Attaboy Films,13050
Taylor Lane Productions,13051
East Japan Marketing & Communications Inc.,13052
Airborne Productions,13053
Dispictures,13054
Sofiya,13055
Full On Service,13056
Stable Way Entertainment,13057
Theo Angelopoulos Films,13058
Walt Disney Animation Canada,13059
Atlantic Swiss Productions,13060
Sky Italia,13061
David Wickes TV,13062
Iron Horse Entertainment (II),13063
Inner Circle Films,13064
WETA,13065
Thrill Films,13066
MNG Films,13067
Jean Vigo Italia,13068
Tempête Sous Un Crâne Productions,13069
Lama Filmes,13070
STS Media,13071
Aozora Investments,13072
Sky Cinema,13073
Club d'Investissement Média,13074
Wüste Film Ost,13075
Alian Girls Films,13076
Madrugada Films,13077
LOT Productions,13078
La Costa Productions,13079
Washo Brothers Entertainment,13080
La Chauve Souris,13081
Millennium Entertainment,13082
Vaco Moloco,13083
French Ministry of Foreign Affairs,13084
Walt Disney Animation Japan,13085
North Box Productions,13086
Rodin Entertainment,13087
Soho Moon Pictures,13088
Robertson and Associates,13089
Films Paris-New York,13090
Israfilm Ltd.,13091
As Films Producción,13092
O.P.E.R.A.,13093
Bad Cop Bad Cop Film Productions,13094
Film Development Council of the Philippines,13095
Pere Portabella,13096
Tagträumerfilm,13097
Imedi Films,13098
Major League Baseball Productions,13099
Productions Emile Natan,13100
Sedis,13101
Luch,13102
Oregon Four,13103
Top Story Filmproduktion GmbH,13104
Jean Silvera Films,13105
Artna Films Ltd.,13106
Rebecca Wang Entertainment,13107
TicTock Studios,13108
Aura Film Partnership,13109
Vandalia Films,13110
Atlas 2 Productions,13111
Patricia Clifford Productions,13112
Chump Films,13113
Jar Pictures,13114
Kino Świat (koprodukcja),13115
Cine II CV,13116
Konami Corporation Ltd.,13117
NFP Marketing & Distribution,13118
Chester Erskine Productions,13119
Lorac Productions,13120
Such Much Films,13121
Hoax Films,13122
Fatal Glimpse Inc.,13123
Cine-Funds Limited,13124
Northstar International,13125
Parkes/MacDonald Productions,13126
Alegria Productions,13127
Faction M,13128
Iron Fists,13129
Cité-Films,13130
NLT,13131
Third Street Pictures,13132
Mark Gordon Productions,13133
Rampage Entertainment Inc.,13134
Relevant Film,13135
OXB Productions,13136
Troop 41 Productions,13137
BLC Films,13138
Tim Johnson Productions,13139
NYRA Productions,13140
Lester Cooper Productions,13141
Keel Films,13142
Medient Studios,13143
El Dorado Pictures,13144
Microsoft Studios,13145
Kurtti-Pellerin,13146
Thomson Productions,13147
Al!ve AG,13148
Spectral Alchemy,13149
Toei Central Films,13150
Apple Film Productions,13151
